img_path,class_name,y,split,env,filename
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2153.png,bulldog,0,train,env_0_desert,desert_bulldog_2153.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2154.png,bulldog,0,train,env_0_desert,desert_bulldog_2154.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2155.png,bulldog,0,train,env_0_desert,desert_bulldog_2155.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2156.png,bulldog,0,train,env_0_desert,desert_bulldog_2156.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2157.png,bulldog,0,train,env_0_desert,desert_bulldog_2157.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2158.png,bulldog,0,train,env_0_desert,desert_bulldog_2158.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2159.png,bulldog,0,train,env_0_desert,desert_bulldog_2159.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_216.png,bulldog,0,train,env_0_desert,desert_bulldog_216.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2160.png,bulldog,0,train,env_0_desert,desert_bulldog_2160.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2161.png,bulldog,0,train,env_0_desert,desert_bulldog_2161.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2162.png,bulldog,0,train,env_0_desert,desert_bulldog_2162.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2163.png,bulldog,0,train,env_0_desert,desert_bulldog_2163.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2164.png,bulldog,0,train,env_0_desert,desert_bulldog_2164.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2165.png,bulldog,0,train,env_0_desert,desert_bulldog_2165.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2166.png,bulldog,0,train,env_0_desert,desert_bulldog_2166.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2167.png,bulldog,0,train,env_0_desert,desert_bulldog_2167.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2168.png,bulldog,0,train,env_0_desert,desert_bulldog_2168.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2169.png,bulldog,0,train,env_0_desert,desert_bulldog_2169.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_217.png,bulldog,0,train,env_0_desert,desert_bulldog_217.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2170.png,bulldog,0,train,env_0_desert,desert_bulldog_2170.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2171.png,bulldog,0,train,env_0_desert,desert_bulldog_2171.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2172.png,bulldog,0,train,env_0_desert,desert_bulldog_2172.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2173.png,bulldog,0,train,env_0_desert,desert_bulldog_2173.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2174.png,bulldog,0,train,env_0_desert,desert_bulldog_2174.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2175.png,bulldog,0,train,env_0_desert,desert_bulldog_2175.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2176.png,bulldog,0,train,env_0_desert,desert_bulldog_2176.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2177.png,bulldog,0,train,env_0_desert,desert_bulldog_2177.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2178.png,bulldog,0,train,env_0_desert,desert_bulldog_2178.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2179.png,bulldog,0,train,env_0_desert,desert_bulldog_2179.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_218.png,bulldog,0,train,env_0_desert,desert_bulldog_218.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2180.png,bulldog,0,train,env_0_desert,desert_bulldog_2180.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2181.png,bulldog,0,train,env_0_desert,desert_bulldog_2181.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2182.png,bulldog,0,train,env_0_desert,desert_bulldog_2182.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2183.png,bulldog,0,train,env_0_desert,desert_bulldog_2183.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2184.png,bulldog,0,train,env_0_desert,desert_bulldog_2184.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2185.png,bulldog,0,train,env_0_desert,desert_bulldog_2185.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2186.png,bulldog,0,train,env_0_desert,desert_bulldog_2186.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2187.png,bulldog,0,train,env_0_desert,desert_bulldog_2187.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2188.png,bulldog,0,train,env_0_desert,desert_bulldog_2188.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2189.png,bulldog,0,train,env_0_desert,desert_bulldog_2189.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_219.png,bulldog,0,train,env_0_desert,desert_bulldog_219.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2190.png,bulldog,0,train,env_0_desert,desert_bulldog_2190.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2191.png,bulldog,0,train,env_0_desert,desert_bulldog_2191.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2192.png,bulldog,0,train,env_0_desert,desert_bulldog_2192.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2193.png,bulldog,0,train,env_0_desert,desert_bulldog_2193.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2194.png,bulldog,0,train,env_0_desert,desert_bulldog_2194.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2195.png,bulldog,0,train,env_0_desert,desert_bulldog_2195.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2196.png,bulldog,0,train,env_0_desert,desert_bulldog_2196.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2197.png,bulldog,0,train,env_0_desert,desert_bulldog_2197.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2198.png,bulldog,0,train,env_0_desert,desert_bulldog_2198.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2199.png,bulldog,0,train,env_0_desert,desert_bulldog_2199.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_22.png,bulldog,0,train,env_0_desert,desert_bulldog_22.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_220.png,bulldog,0,train,env_0_desert,desert_bulldog_220.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2200.png,bulldog,0,train,env_0_desert,desert_bulldog_2200.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2201.png,bulldog,0,train,env_0_desert,desert_bulldog_2201.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2202.png,bulldog,0,train,env_0_desert,desert_bulldog_2202.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2203.png,bulldog,0,train,env_0_desert,desert_bulldog_2203.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2204.png,bulldog,0,train,env_0_desert,desert_bulldog_2204.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2205.png,bulldog,0,train,env_0_desert,desert_bulldog_2205.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2206.png,bulldog,0,train,env_0_desert,desert_bulldog_2206.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2207.png,bulldog,0,train,env_0_desert,desert_bulldog_2207.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2208.png,bulldog,0,train,env_0_desert,desert_bulldog_2208.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2209.png,bulldog,0,train,env_0_desert,desert_bulldog_2209.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_221.png,bulldog,0,train,env_0_desert,desert_bulldog_221.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2210.png,bulldog,0,train,env_0_desert,desert_bulldog_2210.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2211.png,bulldog,0,train,env_0_desert,desert_bulldog_2211.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2212.png,bulldog,0,train,env_0_desert,desert_bulldog_2212.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2213.png,bulldog,0,train,env_0_desert,desert_bulldog_2213.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2214.png,bulldog,0,train,env_0_desert,desert_bulldog_2214.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2215.png,bulldog,0,train,env_0_desert,desert_bulldog_2215.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2216.png,bulldog,0,train,env_0_desert,desert_bulldog_2216.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2217.png,bulldog,0,train,env_0_desert,desert_bulldog_2217.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2218.png,bulldog,0,train,env_0_desert,desert_bulldog_2218.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2219.png,bulldog,0,train,env_0_desert,desert_bulldog_2219.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_222.png,bulldog,0,train,env_0_desert,desert_bulldog_222.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2220.png,bulldog,0,train,env_0_desert,desert_bulldog_2220.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2221.png,bulldog,0,train,env_0_desert,desert_bulldog_2221.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2222.png,bulldog,0,train,env_0_desert,desert_bulldog_2222.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2223.png,bulldog,0,train,env_0_desert,desert_bulldog_2223.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2224.png,bulldog,0,train,env_0_desert,desert_bulldog_2224.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2225.png,bulldog,0,train,env_0_desert,desert_bulldog_2225.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2226.png,bulldog,0,train,env_0_desert,desert_bulldog_2226.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2227.png,bulldog,0,train,env_0_desert,desert_bulldog_2227.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2228.png,bulldog,0,train,env_0_desert,desert_bulldog_2228.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2229.png,bulldog,0,train,env_0_desert,desert_bulldog_2229.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_223.png,bulldog,0,train,env_0_desert,desert_bulldog_223.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2230.png,bulldog,0,train,env_0_desert,desert_bulldog_2230.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2231.png,bulldog,0,train,env_0_desert,desert_bulldog_2231.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2232.png,bulldog,0,train,env_0_desert,desert_bulldog_2232.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2233.png,bulldog,0,train,env_0_desert,desert_bulldog_2233.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2234.png,bulldog,0,train,env_0_desert,desert_bulldog_2234.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2235.png,bulldog,0,train,env_0_desert,desert_bulldog_2235.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2236.png,bulldog,0,train,env_0_desert,desert_bulldog_2236.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2237.png,bulldog,0,train,env_0_desert,desert_bulldog_2237.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2238.png,bulldog,0,train,env_0_desert,desert_bulldog_2238.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2239.png,bulldog,0,train,env_0_desert,desert_bulldog_2239.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_224.png,bulldog,0,train,env_0_desert,desert_bulldog_224.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2240.png,bulldog,0,train,env_0_desert,desert_bulldog_2240.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2241.png,bulldog,0,train,env_0_desert,desert_bulldog_2241.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2242.png,bulldog,0,train,env_0_desert,desert_bulldog_2242.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2243.png,bulldog,0,train,env_0_desert,desert_bulldog_2243.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2244.png,bulldog,0,train,env_0_desert,desert_bulldog_2244.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2245.png,bulldog,0,train,env_0_desert,desert_bulldog_2245.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2246.png,bulldog,0,train,env_0_desert,desert_bulldog_2246.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2247.png,bulldog,0,train,env_0_desert,desert_bulldog_2247.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2248.png,bulldog,0,train,env_0_desert,desert_bulldog_2248.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2249.png,bulldog,0,train,env_0_desert,desert_bulldog_2249.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_225.png,bulldog,0,train,env_0_desert,desert_bulldog_225.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2250.png,bulldog,0,train,env_0_desert,desert_bulldog_2250.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2251.png,bulldog,0,train,env_0_desert,desert_bulldog_2251.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2252.png,bulldog,0,train,env_0_desert,desert_bulldog_2252.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2253.png,bulldog,0,train,env_0_desert,desert_bulldog_2253.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2254.png,bulldog,0,train,env_0_desert,desert_bulldog_2254.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2255.png,bulldog,0,train,env_0_desert,desert_bulldog_2255.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2256.png,bulldog,0,train,env_0_desert,desert_bulldog_2256.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2257.png,bulldog,0,train,env_0_desert,desert_bulldog_2257.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2258.png,bulldog,0,train,env_0_desert,desert_bulldog_2258.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2259.png,bulldog,0,train,env_0_desert,desert_bulldog_2259.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_226.png,bulldog,0,train,env_0_desert,desert_bulldog_226.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2260.png,bulldog,0,train,env_0_desert,desert_bulldog_2260.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2261.png,bulldog,0,train,env_0_desert,desert_bulldog_2261.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2262.png,bulldog,0,train,env_0_desert,desert_bulldog_2262.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2263.png,bulldog,0,train,env_0_desert,desert_bulldog_2263.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2264.png,bulldog,0,train,env_0_desert,desert_bulldog_2264.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2265.png,bulldog,0,train,env_0_desert,desert_bulldog_2265.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2266.png,bulldog,0,train,env_0_desert,desert_bulldog_2266.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2267.png,bulldog,0,train,env_0_desert,desert_bulldog_2267.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2268.png,bulldog,0,train,env_0_desert,desert_bulldog_2268.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2269.png,bulldog,0,train,env_0_desert,desert_bulldog_2269.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_227.png,bulldog,0,train,env_0_desert,desert_bulldog_227.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2270.png,bulldog,0,train,env_0_desert,desert_bulldog_2270.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2271.png,bulldog,0,train,env_0_desert,desert_bulldog_2271.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2272.png,bulldog,0,train,env_0_desert,desert_bulldog_2272.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2273.png,bulldog,0,train,env_0_desert,desert_bulldog_2273.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2274.png,bulldog,0,train,env_0_desert,desert_bulldog_2274.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2275.png,bulldog,0,train,env_0_desert,desert_bulldog_2275.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2276.png,bulldog,0,train,env_0_desert,desert_bulldog_2276.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2277.png,bulldog,0,train,env_0_desert,desert_bulldog_2277.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2278.png,bulldog,0,train,env_0_desert,desert_bulldog_2278.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2279.png,bulldog,0,train,env_0_desert,desert_bulldog_2279.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_228.png,bulldog,0,train,env_0_desert,desert_bulldog_228.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2280.png,bulldog,0,train,env_0_desert,desert_bulldog_2280.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2281.png,bulldog,0,train,env_0_desert,desert_bulldog_2281.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2282.png,bulldog,0,train,env_0_desert,desert_bulldog_2282.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2283.png,bulldog,0,train,env_0_desert,desert_bulldog_2283.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2284.png,bulldog,0,train,env_0_desert,desert_bulldog_2284.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2285.png,bulldog,0,train,env_0_desert,desert_bulldog_2285.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2286.png,bulldog,0,train,env_0_desert,desert_bulldog_2286.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2287.png,bulldog,0,train,env_0_desert,desert_bulldog_2287.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2288.png,bulldog,0,train,env_0_desert,desert_bulldog_2288.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2289.png,bulldog,0,train,env_0_desert,desert_bulldog_2289.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_229.png,bulldog,0,train,env_0_desert,desert_bulldog_229.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2290.png,bulldog,0,train,env_0_desert,desert_bulldog_2290.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2291.png,bulldog,0,train,env_0_desert,desert_bulldog_2291.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2292.png,bulldog,0,train,env_0_desert,desert_bulldog_2292.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2293.png,bulldog,0,train,env_0_desert,desert_bulldog_2293.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2294.png,bulldog,0,train,env_0_desert,desert_bulldog_2294.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2295.png,bulldog,0,train,env_0_desert,desert_bulldog_2295.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2296.png,bulldog,0,train,env_0_desert,desert_bulldog_2296.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2297.png,bulldog,0,train,env_0_desert,desert_bulldog_2297.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2298.png,bulldog,0,train,env_0_desert,desert_bulldog_2298.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2299.png,bulldog,0,train,env_0_desert,desert_bulldog_2299.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_23.png,bulldog,0,train,env_0_desert,desert_bulldog_23.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_230.png,bulldog,0,train,env_0_desert,desert_bulldog_230.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2300.png,bulldog,0,train,env_0_desert,desert_bulldog_2300.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2301.png,bulldog,0,train,env_0_desert,desert_bulldog_2301.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2302.png,bulldog,0,train,env_0_desert,desert_bulldog_2302.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2303.png,bulldog,0,train,env_0_desert,desert_bulldog_2303.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2304.png,bulldog,0,train,env_0_desert,desert_bulldog_2304.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2305.png,bulldog,0,train,env_0_desert,desert_bulldog_2305.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2306.png,bulldog,0,train,env_0_desert,desert_bulldog_2306.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2307.png,bulldog,0,train,env_0_desert,desert_bulldog_2307.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2308.png,bulldog,0,train,env_0_desert,desert_bulldog_2308.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2309.png,bulldog,0,train,env_0_desert,desert_bulldog_2309.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_231.png,bulldog,0,train,env_0_desert,desert_bulldog_231.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2310.png,bulldog,0,train,env_0_desert,desert_bulldog_2310.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2311.png,bulldog,0,train,env_0_desert,desert_bulldog_2311.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2312.png,bulldog,0,train,env_0_desert,desert_bulldog_2312.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2313.png,bulldog,0,train,env_0_desert,desert_bulldog_2313.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2314.png,bulldog,0,train,env_0_desert,desert_bulldog_2314.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2315.png,bulldog,0,train,env_0_desert,desert_bulldog_2315.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2316.png,bulldog,0,train,env_0_desert,desert_bulldog_2316.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2317.png,bulldog,0,train,env_0_desert,desert_bulldog_2317.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2318.png,bulldog,0,train,env_0_desert,desert_bulldog_2318.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2319.png,bulldog,0,train,env_0_desert,desert_bulldog_2319.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_232.png,bulldog,0,train,env_0_desert,desert_bulldog_232.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2320.png,bulldog,0,train,env_0_desert,desert_bulldog_2320.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2321.png,bulldog,0,train,env_0_desert,desert_bulldog_2321.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2322.png,bulldog,0,train,env_0_desert,desert_bulldog_2322.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2323.png,bulldog,0,train,env_0_desert,desert_bulldog_2323.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2324.png,bulldog,0,train,env_0_desert,desert_bulldog_2324.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2325.png,bulldog,0,train,env_0_desert,desert_bulldog_2325.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2326.png,bulldog,0,train,env_0_desert,desert_bulldog_2326.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2327.png,bulldog,0,train,env_0_desert,desert_bulldog_2327.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2328.png,bulldog,0,train,env_0_desert,desert_bulldog_2328.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_2329.png,bulldog,0,train,env_0_desert,desert_bulldog_2329.png
spawrious224__o2o_easy/spawrious224/0/desert/bulldog/desert_bulldog_233.png,bulldog,0,train,env_0_desert,desert_bulldog_233.png
